Phone,State,Area Code,Int'l Plan,VMail Plan,Account Length,VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Est Mins,CustServ Actual Mins,CustServ Calls,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,Total Charge,Churn
358-1912,TN,510,0,0,69,0,195.3,216.7,259.9,12.5,57,42,3,70,33.2,108,18.42,119,11.7,4,3.38,66.7,0
379-3132,WY,510,0,0,129,0,143.7,297.8,212.6,11.4,,50,4,114,24.43,98,25.31,86,9.57,8,3.08,62.39,0
340-9910,MO,415,0,0,106,0,114.4,78.3,232.7,0,50,32,2,104,19.45,101,6.66,78,10.47,0,0,36.58,0
396-2719,VA,415,0,0,158,0,222.8,203,210.6,6.9,45,24,2,101,37.88,128,17.26,106,9.48,2,1.86,66.48,0
369-6204,SD,415,0,1,168,22,175.9,211.7,174.5,7.3,46,,2,70,29.9,105,17.99,81,7.85,5,1.97,57.71,0
420-9971,WV,510,1,0,115,0,249.9,242.5,151.7,15.3,,30,1,95,42.48,104,20.61,121,6.83,6,4.13,74.05,1
410-3782,GA,408,1,1,57,30,234.5,195.2,268.8,11.4,31,47,2,130,39.87,116,16.59,94,12.1,4,3.08,71.64,0
404-4481,AZ,415,0,0,67,0,210.7,219.2,179.7,7.2,16,38,1,116,35.82,86,18.63,83,8.09,6,1.94,64.48,0
383-9255,AK,408,0,0,127,0,182.3,169.9,184,9.3,,32,1,124,30.99,110,14.44,116,8.28,3,2.51,56.22,0
418-9385,AK,510,0,0,78,0,190.3,194.5,256.5,11.7,33,54,2,88,32.35,89,16.53,109,11.54,5,3.16,63.58,0
360-9676,CT,415,0,1,100,38,177.1,163.7,242.7,7.4,20,33,0,88,30.11,108,13.91,72,10.92,2,2,56.94,0
327-3587,UT,510,0,1,103,36,87.2,169.3,166.7,10.9,81,82,6,92,14.82,110,14.39,80,7.5,5,2.94,39.65,1
385-4715,KY,415,0,0,113,0,215.6,193.4,105.4,13.5,12,34,1,96,36.65,127,16.44,115,4.74,3,3.65,61.48,0
414-2695,MI,510,0,0,78,0,137.4,237.6,206.7,14,57,45,3,109,23.36,49,20.2,136,9.3,11,3.78,56.64,0
331-5999,OR,510,0,1,129,36,192.8,177,216.5,16.4,14,30,1,103,32.78,83,15.05,118,9.74,5,4.43,62,0
337-7739,TN,510,0,0,57,0,149.3,200.2,231.7,11.9,,18,2,100,25.38,110,17.02,101,10.43,3,3.21,56.04,0
388-6658,WV,408,0,0,82,0,143.7,170.7,287.7,7.8,,,1,116,24.43,99,14.51,95,12.95,5,2.11,54,0
405-6943,NJ,415,0,0,64,0,224.8,190,221.4,9.2,33,13,1,111,38.22,101,16.15,110,9.96,2,2.48,66.81,0
382-4084,MS,510,0,1,86,39,261.2,214.2,154.9,12.7,32,45,2,122,44.4,101,18.21,101,6.97,5,3.43,73.01,0
352-8249,ME,415,0,1,151,26,196.5,175.8,221.8,13.4,9,,0,98,33.41,111,14.94,124,9.98,5,3.62,61.95,0
353-8363,WY,510,0,0,94,0,271.2,202.6,221.6,11.5,56,64,,105,46.1,105,17.22,51,9.97,3,3.11,76.4,1
416-2825,WY,415,0,0,90,0,207.2,292.5,226.3,8,44,36,2,121,35.22,104,24.86,103,10.18,1,2.16,72.42,0
342-6696,IN,510,0,0,48,0,300.4,133.2,197.4,7.2,47,36,2,94,51.07,103,11.32,94,8.88,5,1.94,73.21,0
338-9210,NM,408,0,1,85,37,229.6,132.3,211.9,9.5,24,41,2,123,39.03,90,11.25,76,9.54,8,2.57,62.39,0
328-1768,NJ,415,1,1,93,20,187.5,169.8,175.3,12.1,11,4,1,110,31.88,94,14.43,127,7.89,4,3.27,57.47,0
406-5870,DC,415,1,0,169,0,57.1,199.7,274.7,6.5,37,29,3,98,9.71,78,16.97,103,12.36,6,1.76,40.8,0
398-3834,UT,415,0,0,68,0,162.1,155,189.7,11,80,,5,86,27.56,86,13.18,87,8.54,9,2.97,52.25,1
330-7754,KY,415,1,0,91,0,145,175.8,223.7,16.7,44,,2,89,24.65,102,14.94,151,10.07,3,4.51,54.17,1
414-9054,KS,510,0,0,68,0,159.5,240.8,210.3,11.4,21,11,1,123,27.12,93,20.47,76,9.46,3,3.08,60.13,0
350-2832,MI,510,0,0,101,0,190.7,208.6,203.8,8.8,38,28,1,72,32.42,103,17.73,111,9.17,8,2.38,61.7,0
414-9027,UT,510,0,1,67,20,230.6,189.1,162.2,9.4,11,11,,40,39.2,58,16.07,115,7.3,2,2.54,65.11,0
337-1225,NE,415,0,0,66,0,34,278.6,129.6,11.5,,18,0,133,5.78,61,23.68,120,5.83,3,3.11,38.4,0
394-6577,FL,415,0,1,116,17,193.4,240.6,248.1,11.4,67,,,112,32.88,131,20.45,98,11.16,3,3.08,67.57,0
359-6995,LA,408,0,0,158,0,202,163.5,195.4,10.4,18,27,1,126,34.34,86,13.9,84,8.79,6,2.81,59.84,0
377-7561,MT,415,0,0,78,0,191.7,241.4,203.5,9.1,16,19,,122,32.59,88,20.52,86,9.16,5,2.46,64.73,0
380-6631,WA,415,0,1,119,26,161.3,250.3,142.4,6.6,40,34,1,97,27.42,110,21.28,92,6.41,8,1.78,56.89,0
390-8876,MI,415,0,0,120,0,150.6,119,232.9,6.4,33,,1,85,25.6,128,10.12,123,10.48,2,1.73,47.93,0
413-2201,KY,510,0,0,155,0,184.6,196,226.5,7.8,20,28,1,102,31.38,117,16.66,122,10.19,1,2.11,60.34,0
374-2073,LA,408,0,0,106,0,220.7,270.2,121.6,8.7,27,33,1,120,37.52,95,22.97,113,5.47,5,2.35,68.31,0
417-1272,NM,510,1,0,87,0,167.3,198.5,133.1,11,10,31,1,119,28.44,119,16.87,88,5.99,6,2.97,54.27,0
358-1129,AL,415,0,1,146,32,154,185.5,148.2,8.2,37,29,,80,26.18,91,15.77,107,6.67,4,2.21,50.83,0
394-1211,MO,415,0,1,101,29,121.1,186.4,241.7,10.1,20,48,,116,20.59,100,15.84,75,10.88,6,2.73,50.04,0
327-1319,CO,510,0,1,22,23,182.1,164.6,128.8,12.7,30,45,3,94,30.96,59,13.99,102,5.8,4,3.43,54.18,0
399-4413,TX,415,0,0,90,0,109.6,137.6,159.7,11,,24,2,88,18.63,108,11.7,121,7.19,5,2.97,40.49,0
393-9985,NY,415,0,0,41,0,209.9,121.9,253.7,9.6,19,15,1,105,35.68,105,10.36,104,11.42,4,2.59,60.05,0
401-8377,OR,415,0,0,69,0,167.5,242.1,101.2,11.4,42,,2,76,28.48,92,20.58,103,4.55,4,3.08,56.69,0
331-3202,WY,415,0,0,33,0,213.9,239.8,148.7,9.8,48,38,,88,36.36,119,20.38,71,6.69,14,2.65,66.08,0
358-5953,UT,415,0,0,112,0,115.8,243.3,184.6,13.1,28,20,1,108,19.69,111,20.68,78,8.31,5,3.54,52.22,0
380-7624,LA,510,0,1,108,30,276.6,220.1,177.9,9.8,50,26,2,99,47.02,113,18.71,95,8.01,6,2.65,76.39,0
416-5261,NV,415,0,1,136,21,179.4,181.1,320.7,9.5,,40,2,88,30.5,97,15.39,120,14.43,4,2.57,62.89,0
417-5067,NC,510,0,0,128,0,187.3,270.8,206.4,10.1,20,15,1,84,31.84,95,23.02,68,9.29,5,2.73,66.88,0
345-6515,NC,408,0,0,27,0,201.2,227.2,145.8,8.4,43,33,2,128,34.2,100,19.31,91,6.56,3,2.27,62.34,0
406-1349,WY,415,1,0,161,0,189.6,267.4,184.5,1.3,,21,,78,32.23,117,22.73,137,8.3,6,0.35,63.61,0
360-9038,TN,415,0,1,33,35,186.8,261,317.8,15,,20,0,124,31.76,69,22.19,103,14.3,5,4.05,72.3,0
348-3444,FL,415,0,1,120,31,153.5,219.1,237.4,11.4,27,0,0,83,26.1,96,18.62,76,10.68,4,3.08,58.48,0
370-2892,CA,415,0,0,113,0,187.6,208.2,158.9,8.7,49,,2,97,31.89,118,17.7,101,7.15,6,2.35,59.09,0
383-4061,PA,415,1,0,122,0,230.9,243.2,182.4,11,,39,0,132,39.25,99,20.67,57,8.21,2,2.97,71.1,1
391-7937,WV,415,0,1,148,26,244.9,118,236,15.2,29,25,2,150,41.63,138,10.03,91,10.62,4,4.1,66.38,0
389-4083,NJ,415,0,0,74,0,230.9,223,157.8,9.7,43,48,3,93,39.25,78,18.96,101,7.1,2,2.62,67.93,0
410-9633,MT,415,0,0,106,0,187.1,250.2,144.9,11,25,25,1,104,31.81,117,21.27,81,6.52,3,2.97,62.57,0
418-9502,MN,415,0,0,179,0,170.7,191.1,214.6,13.3,40,,1,54,29.02,108,16.24,107,9.66,4,3.59,58.51,0
339-6637,WI,415,1,1,149,28,126.9,166.9,145.2,8.8,69,79,5,97,21.57,102,14.19,77,6.53,3,2.38,44.67,1
356-3403,ID,510,0,0,77,0,189.5,207,214.1,9.2,4,14,,112,32.22,95,17.6,91,9.63,7,2.48,61.93,0
371-9457,MA,408,1,0,127,0,176.9,167.9,182.2,7.7,21,5,1,110,30.07,100,14.27,138,8.2,2,2.08,54.62,1
391-8087,OR,415,0,0,80,0,161.1,198.8,228.4,10.6,27,29,1,99,27.39,81,16.9,116,10.28,4,2.86,57.43,0
392-6420,MT,510,0,0,106,0,169.4,197.2,202.2,10.7,14,62,,107,28.8,71,16.76,79,9.1,4,2.89,57.55,0
399-4094,AL,415,0,1,61,20,254.4,161.7,251.4,10.5,26,24,0,133,43.25,96,13.74,91,11.31,4,2.84,71.14,0
378-4013,ND,510,1,1,135,24,127.7,215,234.3,5.8,50,36,2,54,21.71,105,18.28,84,10.54,4,1.57,52.1,0
386-6306,LA,415,0,1,115,26,170.5,217.2,225.7,13.6,72,83,6,107,28.99,77,18.46,71,10.16,5,3.67,61.28,0
359-3618,ND,408,1,0,167,0,219.1,242.9,168.9,10.1,40,26,2,100,37.25,90,20.65,101,7.6,4,2.73,68.23,0
340-8875,MS,510,1,0,107,0,273.5,183.8,153.8,11,28,49,2,104,46.5,68,15.62,67,6.92,9,2.97,72.01,0
330-2693,WV,415,1,0,112,0,161.9,200.9,134,10.7,18,23,1,138,27.52,114,17.08,134,6.03,4,2.89,53.52,0
403-7627,WI,510,0,1,35,27,241.7,142,288.9,9.4,,28,1,87,41.09,101,12.07,68,13,4,2.54,68.7,0
342-3678,KS,408,1,0,103,0,62.8,170.4,280.2,9.4,53,35,3,124,10.68,66,14.48,78,12.61,4,2.54,40.31,0
344-9943,MO,415,0,1,107,22,281.1,143.7,239.4,11.2,14,24,1,83,47.79,130,12.21,128,10.77,9,3.02,73.79,0
390-5686,PA,415,0,0,69,0,228.2,263.7,142.6,10.7,35,37,3,70,38.79,80,22.41,60,6.42,5,2.89,70.51,0
358-5826,SD,408,0,0,85,0,209.8,194.5,200.4,11.3,23,19,,82,35.67,94,16.53,85,9.02,3,3.05,64.27,0
393-7826,NJ,408,0,0,24,0,265.6,208.8,182.5,11.1,,12,2,86,45.15,102,17.75,105,8.21,6,3,74.11,1
335-9786,AL,415,0,0,90,0,214.9,117.8,133.7,11.8,,12,2,97,36.53,117,10.01,78,6.02,2,3.19,55.75,0
368-9860,ME,510,0,0,137,0,110.5,223.2,169.5,10.5,32,59,,79,18.79,111,18.97,64,7.63,3,2.84,48.23,0
416-9522,AZ,415,1,1,92,45,281.1,198,94.3,7.5,12,7,0,88,47.79,103,16.83,76,4.24,3,2.03,70.89,0
416-7307,VT,415,0,0,38,0,137.8,286.3,167,14.1,41,1,2,86,23.43,76,24.34,77,7.52,3,3.81,59.1,0
397-6789,NV,510,1,1,69,33,271.5,253.4,165.4,8.2,11,35,1,98,46.16,102,21.54,85,7.44,2,2.21,77.35,1
335-9501,WI,408,0,0,45,0,112.8,218.8,240.2,9,42,34,2,108,19.18,120,18.6,106,10.81,3,2.43,51.02,0
388-1250,HI,408,0,0,73,0,187.3,239.7,167.5,15.1,,24,1,118,31.84,90,20.37,108,7.54,2,4.08,63.83,0
386-1374,DE,415,0,0,92,0,197,269.3,158.9,10.8,28,26,1,84,33.49,105,22.89,105,7.15,4,2.92,66.45,0
346-8112,AZ,415,0,1,113,32,180.4,129.4,166.9,8.4,14,30,1,89,30.67,124,11,124,7.51,2,2.27,51.45,0
364-9040,VA,408,1,0,68,0,148.5,219.4,198.5,14.5,19,43,,126,25.25,125,18.65,121,8.93,7,3.92,56.75,1
366-3944,GA,415,0,1,135,22,197.1,259.4,134.7,14.6,,,2,113,33.51,95,22.05,135,6.06,5,3.94,65.56,0
331-9861,AZ,415,0,1,100,26,153.7,137.8,213.5,15.9,29,28,1,115,26.13,146,11.71,104,9.61,5,4.29,51.74,0
330-2881,MN,415,0,1,96,27,261.3,220.9,179.4,11.3,19,24,1,96,44.42,101,18.78,97,8.07,2,3.05,74.32,0
402-9558,ME,510,0,0,108,0,246.2,202.4,180.1,9.4,20,19,1,102,41.85,134,17.2,95,8.1,5,2.54,69.69,0
341-3180,FL,510,0,0,84,0,191,318.8,247.3,6.5,,,0,88,32.47,119,27.1,79,11.13,4,1.76,72.46,0
371-8598,WA,408,0,0,134,0,208.3,253.6,291,12.6,30,,1,86,35.41,89,21.56,86,13.1,3,3.4,73.47,0
398-8385,MT,415,0,0,72,0,253,219.3,210.8,9.8,19,22,0,73,43.01,78,18.64,89,9.49,4,2.65,73.79,0
333-4154,AL,408,0,0,83,0,202.3,201.5,101.7,6.8,0,6,0,87,34.39,111,17.13,82,4.58,4,1.84,57.94,0
330-3589,WV,408,0,0,137,0,174.4,156.3,136.5,10.2,17,21,,120,29.65,98,13.29,121,6.14,5,2.75,51.83,0
417-1477,GA,415,0,1,56,30,127.1,172.1,194.6,12.1,,20,,89,21.61,116,14.63,111,8.76,3,3.27,48.27,0
327-5525,OH,510,1,1,61,16,143.5,242.6,147.7,11.3,19,,0,76,24.4,58,20.62,95,6.65,3,3.05,54.72,0
363-8244,DE,510,0,1,171,17,186.9,240,200.9,5.8,,24,1,94,31.77,138,20.4,64,9.04,3,1.57,62.78,0
419-9104,NE,510,0,0,123,0,194,242,146.3,12.1,31,,1,118,32.98,114,20.57,108,6.58,4,3.27,63.4,0
363-1560,FL,510,0,0,58,0,234.8,106.8,178.5,9.9,,33,0,89,39.92,131,9.08,122,8.03,6,2.67,59.7,0
341-4075,AK,510,0,0,156,0,123.7,103,189.4,13.1,34,27,1,96,21.03,80,8.76,82,8.52,4,3.54,41.85,0
366-9074,WI,510,0,0,166,0,173.9,276.4,190.8,15.3,,6,0,103,29.56,83,23.49,113,8.59,5,4.13,65.77,0
367-1424,WA,510,0,1,75,41,130.9,203.4,171.7,12.4,,22,1,115,22.25,110,17.29,68,7.73,4,3.35,50.62,0
341-1191,KY,415,0,0,75,0,314.6,169.8,285.1,5.7,25,31,2,102,53.48,86,14.43,100,12.83,3,1.54,82.28,1
342-9480,OH,510,0,0,83,0,227.9,207.5,211.7,12.1,33,42,1,78,38.74,115,17.64,100,9.53,5,3.27,69.18,0
355-9360,UT,510,0,0,243,0,95.5,163.7,264.2,6.6,37,42,2,92,16.24,63,13.91,118,11.89,6,1.78,43.82,0
343-1538,NM,408,0,0,153,0,185.3,208,206.1,15.1,16,,,127,31.5,73,17.68,124,9.27,3,4.08,62.53,0
335-2331,MN,415,0,0,150,0,146.3,202.7,234.7,13.1,27,22,,133,24.87,95,17.23,103,10.56,3,3.54,56.2,0
335-7257,WV,510,0,1,92,16,184,76.4,185.1,12.7,36,46,2,99,31.28,134,6.49,96,8.33,3,3.43,49.53,0
332-2137,MN,415,0,0,80,0,105.8,43.9,189.6,13.1,14,0,0,110,17.99,88,3.73,87,8.53,5,3.54,33.79,0
352-2998,AL,415,0,0,134,0,178,153.8,236.6,11.7,29,41,1,110,30.26,64,13.07,105,10.65,4,3.16,57.14,0
346-6941,PA,510,0,1,77,24,149.4,123.9,174.3,10.1,13,15,,74,25.4,72,10.53,84,7.84,6,2.73,46.5,0
400-2203,DE,510,0,0,147,0,209.4,132.5,149.4,11.3,27,58,2,104,35.6,78,11.26,123,6.72,3,3.05,56.63,0
421-2955,MO,415,0,0,74,0,172.1,211.7,182.2,11.6,24,26,1,105,29.26,99,17.99,105,8.2,6,3.13,58.58,0
331-6629,IL,510,1,0,138,0,169.3,217.9,184.2,9.4,,21,,82,28.78,147,18.52,77,8.29,9,2.54,58.13,0
343-6314,FL,415,0,0,143,0,119.1,287.7,223,12.2,18,0,0,117,20.25,136,24.45,100,10.04,4,3.29,58.03,0
414-6638,HI,415,0,0,64,0,194.2,173.4,268.7,5.5,45,45,2,147,33.01,87,14.74,114,12.09,2,1.49,61.33,0
350-5883,ME,510,0,0,120,0,198.8,230.1,119.8,9.9,33,33,2,56,33.8,73,19.56,81,5.39,3,2.67,61.42,0
409-4447,CO,408,1,0,121,0,167.7,93.7,241.3,13.4,44,36,3,94,28.51,121,7.96,115,10.86,1,3.62,50.95,1
376-4856,NH,415,0,0,88,0,202.2,216.8,239.4,11.8,29,21,2,86,34.37,93,18.43,99,10.77,2,3.19,66.76,0
335-1874,SC,408,0,0,87,0,322.5,204.6,186.2,9.4,49,24,2,106,54.83,93,17.39,128,8.38,4,2.54,83.14,1
397-6255,IN,510,0,0,100,0,216.2,215.6,138.4,10.2,9,27,0,107,36.75,84,18.33,127,6.23,3,2.75,64.06,0
381-5047,FL,415,0,0,104,0,76.4,115.6,226.3,9.4,58,53,3,116,12.99,74,9.83,94,10.18,3,2.54,35.54,0
403-6850,GA,510,0,0,27,0,72.7,208.6,65.8,9.9,15,15,1,75,12.36,117,17.73,71,2.96,3,2.67,35.72,0
375-3658,IL,415,0,1,81,31,210.4,225.5,168.7,9.7,,3,0,100,35.77,97,19.17,120,7.59,4,2.62,65.15,0
341-2603,NC,510,1,1,64,33,127.2,162.9,247.4,8.1,8,9,0,93,21.62,104,13.85,109,11.13,13,2.19,48.79,0
342-5062,VT,510,0,1,107,28,201.8,304.9,225.6,11.9,33,42,,79,34.31,128,25.92,133,10.15,8,3.21,73.59,0
354-1558,DC,415,0,1,88,17,219.5,222.1,188.3,16.1,20,3,1,78,37.32,94,18.88,92,8.47,5,4.35,69.02,0
351-9537,VT,408,0,0,111,0,99.3,270.5,225.3,9,,24,3,112,16.88,136,22.99,94,10.14,6,2.43,52.44,0
401-1252,NV,415,0,0,77,0,239.2,150,160.8,10.3,,70,5,114,40.66,115,12.75,81,7.24,2,2.78,63.43,0
366-9538,OR,415,1,0,67,0,120.9,235,95.1,11.4,40,35,,58,20.55,88,19.98,130,4.28,11,3.08,47.89,0
364-7622,AL,408,0,0,102,0,224.7,129.4,167.6,15.8,33,17,1,81,38.2,112,11,109,7.54,6,4.27,61.01,0
393-9918,ND,408,0,1,146,19,176.6,162.7,215.5,14.6,,,1,88,30.02,66,13.83,98,9.7,6,3.94,57.49,0
376-4484,FL,415,0,1,144,51,283.9,192,196.3,10,20,34,1,98,48.26,109,16.32,85,8.83,4,2.7,76.11,0
410-6791,NE,415,0,0,96,0,180.6,190.9,295.6,10.3,15,,,92,30.7,114,16.23,125,13.3,4,2.78,63.01,1
343-2392,ND,415,0,1,70,31,125.9,196.4,252.7,10.3,21,37,1,101,21.4,102,16.69,75,11.37,4,2.78,52.24,0
408-4323,ME,408,0,0,149,0,237.6,192.4,207.4,9.1,14,9,0,79,40.39,107,16.35,111,9.33,9,2.46,68.53,0
395-1718,IL,415,0,0,129,0,198.4,264.7,111.4,9.2,,37,,91,33.73,106,22.5,101,5.01,2,2.48,63.72,0
354-9492,WA,408,0,0,166,0,274.3,52.9,246.1,10.9,,30,0,110,46.63,109,4.5,119,11.07,5,2.94,65.14,0
367-8168,MA,408,1,0,136,0,199.6,211.4,72.4,11,35,46,3,89,33.93,96,17.97,84,3.26,4,2.97,58.13,1
340-3500,KS,510,0,0,149,0,217.7,273.5,226.9,9.6,40,48,3,91,37.01,74,23.25,99,10.21,3,2.59,73.06,0
369-4962,RI,415,0,0,70,0,134.7,235.9,260.2,7.6,50,35,3,96,22.9,90,20.05,113,11.71,6,2.05,56.71,0
334-8967,MO,415,0,1,120,24,212.7,257.5,227.8,9.7,,31,2,73,36.16,103,21.89,119,10.25,13,2.62,70.92,0
402-2377,IA,510,0,0,66,0,256.3,180.2,187.3,6.2,47,48,2,135,43.57,106,15.32,135,8.43,7,1.67,68.99,0
366-3917,WY,408,0,0,104,0,183.6,120.7,215.1,12.7,23,,1,133,31.21,98,10.26,112,9.68,2,3.43,54.58,0
333-3531,NV,415,0,0,160,0,176.2,196,263.9,9.2,,27,1,90,29.95,115,16.66,95,11.88,4,2.48,60.97,0
333-8954,WI,415,0,1,129,37,205,165.4,185,11.7,26,35,1,94,34.85,103,14.06,81,8.32,8,3.16,60.39,0
374-9203,AL,408,0,0,93,0,267.9,223,262.7,11.3,,53,3,114,45.54,74,18.96,90,11.82,3,3.05,79.37,1
334-3289,HI,415,0,0,169,0,179.2,175.2,228.6,9.9,27,16,2,111,30.46,130,14.89,92,10.29,6,2.67,58.31,0
353-7822,MO,415,0,0,58,0,149.4,196.5,209.5,14.9,,9,1,145,25.4,105,16.7,108,9.43,3,4.02,55.55,0
350-1422,CA,510,0,1,75,38,163.6,146.7,345.8,13.1,57,49,3,132,27.81,113,12.47,115,15.56,3,3.54,59.38,0
385-8406,MO,408,0,0,45,0,207.6,152.7,217.8,12.4,39,24,1,71,35.29,94,12.98,125,9.8,13,3.35,61.42,0
380-7277,CT,510,0,0,155,0,165.4,183.7,80.2,8.9,,52,,108,28.12,103,15.61,108,3.61,4,2.4,49.74,0
352-1798,MD,415,0,0,52,0,209.8,171.3,154.6,9.9,60,72,,114,35.67,82,14.56,119,6.96,9,2.67,59.86,0
385-7922,OH,415,0,1,119,27,220.1,268.2,146.5,11.1,29,9,0,128,37.42,133,22.8,80,6.59,3,3,69.81,0
353-7730,NV,510,0,0,86,0,141.3,154.3,210.6,8.2,,35,,72,24.02,95,13.12,91,9.48,5,2.21,48.83,0
337-7163,MD,408,0,0,42,0,196.5,241.3,143.2,4,26,21,0,89,33.41,123,20.51,105,6.44,7,1.08,61.44,0
348-5567,NE,510,1,0,127,0,180.9,209.5,249.9,7.4,48,37,2,114,30.75,118,17.81,105,11.25,4,2,61.81,0
420-9575,OH,408,0,0,123,0,105,251.6,258,14.9,16,2,0,150,17.85,90,21.39,93,11.61,5,4.02,54.87,0
366-3358,MA,510,0,0,98,0,271.4,190.4,284.7,11.1,54,49,4,119,46.14,102,16.18,118,12.81,6,3,78.13,1
359-9972,OK,510,0,1,149,43,206.7,174.6,241.5,10.9,10,20,1,79,35.14,122,14.84,80,10.87,3,2.94,63.79,0
387-3332,MA,408,0,0,160,0,166.8,236,307.6,9.3,31,32,,109,28.36,117,20.06,77,13.84,1,2.51,64.77,0
354-6960,WA,415,0,0,103,0,204.9,135.2,208.2,10.4,76,72,5,107,34.83,102,11.49,106,9.37,3,2.81,58.5,0
405-3335,HI,415,0,1,132,15,154.6,245.6,148.6,9.1,,33,1,128,26.28,106,20.88,90,6.69,4,2.46,56.31,0
379-4257,CO,415,0,0,137,0,127,323.2,143.9,7.5,19,27,1,107,21.59,75,27.47,127,6.48,2,2.03,57.57,0
355-4992,FL,415,1,0,129,0,267.4,204.2,111.7,5.9,35,7,1,78,45.46,85,17.36,146,5.03,4,1.59,69.44,0
383-6373,WI,415,0,0,62,0,281,160.6,77.9,0,31,8,1,66,47.77,108,13.65,74,3.51,0,0,64.93,0
382-7993,ID,510,0,1,122,33,270.8,220.4,169.9,11.8,56,,4,96,46.04,110,18.73,104,7.65,8,3.19,75.61,0
422-5865,WY,408,0,0,32,0,171.2,185.6,203.3,10.2,37,,,82,29.1,102,15.78,64,9.15,7,2.75,56.78,0
410-9961,GA,510,0,0,86,0,124.1,202.6,289.6,6.7,56,,3,82,21.1,120,17.22,119,13.03,8,1.81,53.16,0
343-9946,FL,415,0,0,130,0,162.8,290.3,114.9,7.2,,38,1,113,27.68,111,24.68,140,5.17,3,1.94,59.47,0
357-7060,WY,408,0,0,42,0,146.3,255.9,45,8,34,28,1,84,24.87,113,21.75,117,2.03,12,2.16,50.81,0
355-9541,DE,415,0,0,73,0,254.8,143.4,153.9,15,35,,2,85,43.32,80,12.19,102,6.93,7,4.05,66.49,0
378-4145,ME,408,0,1,66,26,254.9,243.2,190.8,5.4,48,,2,108,43.33,135,20.67,95,8.59,3,1.46,74.05,0
386-2317,DC,510,0,1,103,31,107.7,188.9,196.2,8.9,3,0,0,124,18.31,104,16.06,98,8.83,3,2.4,45.6,0
335-8146,IA,408,0,0,128,0,158.8,264.8,270,7.6,32,22,1,75,27,91,22.51,77,12.15,7,2.05,63.71,0
377-2235,CO,415,0,0,104,0,182.9,239.6,229.8,5.5,,,2,113,31.09,85,20.37,104,10.34,4,1.49,63.29,0
386-9141,MN,415,0,0,103,0,198.5,42.5,179.2,12.4,20,,0,112,33.75,90,3.61,124,8.06,5,3.35,48.77,0
416-5623,VT,415,0,0,124,0,178.4,233.6,179.4,12,12,5,0,72,30.33,134,19.86,91,8.07,2,3.24,61.5,0
327-3053,AZ,510,0,0,87,0,110.9,158.5,207.5,6.2,,47,1,91,18.85,115,13.47,131,9.34,5,1.67,43.33,0
395-6195,LA,415,0,1,109,27,166.9,221.2,197.3,12.3,24,29,1,85,28.37,92,18.8,97,8.88,4,3.32,59.37,1
397-8772,MO,415,1,0,167,0,244.8,60.8,176.7,10.7,48,54,2,91,41.62,105,5.17,110,7.95,3,2.89,57.63,0
346-7656,ME,510,0,0,97,0,120.8,169.8,194.1,11.9,,51,4,96,20.54,101,14.43,63,8.73,3,3.21,46.91,1
343-2350,MD,415,0,0,106,0,165.3,210,187.2,8.5,38,18,2,118,28.1,101,17.85,93,8.42,3,2.3,56.67,0
372-4722,VT,415,0,0,125,0,126.7,155.5,206.2,14.4,29,40,2,113,21.54,131,13.22,112,9.28,7,3.89,47.93,0
399-8615,DC,408,0,1,108,35,215.9,200.6,195.4,15.5,6,19,0,106,36.7,107,17.05,107,8.79,7,4.19,66.73,0
379-8248,WY,415,0,0,125,0,140.1,209.6,264.1,8,18,,1,132,23.82,126,17.82,77,11.88,2,2.16,55.68,0
414-6219,VA,415,0,1,89,32,209.9,249.8,224.2,8.7,39,31,1,113,35.68,104,21.23,92,10.09,7,2.35,69.35,0
387-1343,VA,510,1,1,72,29,139.8,138.2,221,5.5,14,,0,114,23.77,91,11.75,88,9.95,6,1.49,46.96,0
370-5527,CT,510,0,0,23,0,321.6,251.6,141.1,11.3,33,67,2,107,54.67,115,21.39,158,6.35,3,3.05,85.46,1
393-8736,HI,510,0,0,149,0,166.6,218.8,208.3,8.2,90,,7,61,28.32,107,18.6,131,9.37,6,2.21,58.5,0
402-7626,WI,415,0,0,73,0,214.2,196.8,157.9,5.9,24,22,0,90,36.41,78,16.73,112,7.11,8,1.59,61.84,0
370-2688,MD,415,0,0,61,0,260,210.5,234.7,9,17,35,1,123,44.2,127,17.89,70,10.56,3,2.43,75.08,1
418-9036,WV,415,0,0,161,0,191.9,70.9,204.8,13.4,69,58,,113,32.62,87,6.03,107,9.22,4,3.62,51.49,1
417-2035,VT,408,0,0,73,0,213,188.8,136.2,13.5,7,4,,95,36.21,104,16.05,89,6.13,3,3.65,62.04,0
355-3602,UT,415,0,1,118,24,118.1,109.6,245.5,16.9,28,,1,83,20.08,72,9.32,73,11.05,2,4.56,45.01,0
393-4027,CO,408,0,0,23,0,190.2,166.4,219.8,15,,,6,89,32.33,108,14.14,73,9.89,4,4.05,60.41,0
418-5141,NC,415,0,1,127,25,82.2,163.3,264.9,5.1,,0,0,95,13.97,109,13.88,104,11.92,6,1.38,41.15,0
406-1247,NJ,415,0,1,42,32,163.8,177.8,190.4,8.1,,24,0,80,27.85,123,15.11,106,8.57,5,2.19,53.72,0
